check_id,Transaction_ID,Transaction_Date,Invoice_No,Distributor_ID,Outlet_ID,SKU_ID,Sales_Type,Quantity,Net_Sales,Salesperson_ID,Month,Secondary_Sales,Snapshot_Date,Opening_Stock,Primary_Received,Sales_Return,Adjustment,Closing_Stock,Collection_ID,Invoice_Amount,Collection_Amount
T-05,TXN00739240,2024-08-31,SI/2425/0025951,,OUT-04290,SKU-0212,Secondary,26,1866.4,,,,,,,,,,,,
T-05,TXN00767177,2024-10-08,SI/2425/0033221,,OUT-02739,SKU-0016,Secondary,27,3973.65,,,,,,,,,,,,
T-05,TXN00826202,2025-01-03,SI/2425/0049523,,OUT-00945,SKU-0070,Secondary,2,527.68,,,,,,,,,,,,
T-05,TXN00828498,2025-01-06,SI/2425/0050019,,OUT-02343,SKU-0036,Secondary,2,423.53,,,,,,,,,,,,
T-05,TXN00834936,2025-01-15,PI/2425/0002338,,,SKU-0137,Primary,12,1687.54,,,,,,,,,,,,
T-05,TXN00834982,2025-01-15,PI/2425/0002341,,,SKU-0165,Primary,120,2340.32,,,,,,,,,,,,
T-05,TXN00851537,2025-02-11,SI/2425/0056705,,OUT-03420,SKU-0218,Secondary,6,719.79,,,,,,,,,,,,
T-05,TXN00867314,2025-03-06,SI/2425/0060692,,OUT-00396,SKU-0055,Secondary,2,500.54,,,,,,,,,,,,
T-05,TXN00873963,2025-03-15,PI/2425/0002765,,,SKU-0159,Primary,24,456.27,,,,,,,,,,,,
T-05,TXN00889825,2025-04-08,SI/2526/0001645,,OUT-02182,SKU-0060,Secondary,2,935.37,,,,,,,,,,,,
T-05,TXN00891802,2025-04-11,SI/2526/0002304,,OUT-03161,SKU-0048,Secondary,8,1437.98,,,,,,,,,,,,
T-05,TXN00928435,2025-06-05,PI/2526/0000569,,,SKU-0171,Primary,168,4035.17,,,,,,,,,,,,
T-05,TXN00931175,2025-06-07,SI/2526/0013029,,OUT-04990,SKU-0033,Secondary,26,2203.22,,,,,,,,,,,,
T-05,TXN00954808,2025-07-14,SI/2526/0019641,,OUT-01966,SKU-0070,Secondary,16,4121.6,,,,,,,,,,,,
T-05,TXN00965877,2025-08-01,SI/2526/0022845,,OUT-02332,SKU-0057,Secondary,1,255.25,,,,,,,,,,,,
T-05,TXN00974711,2025-08-12,SI/2526/0025179,,OUT-03344,SKU-0228,Secondary,8,826.48,,,,,,,,,,,,
T-05,TXN00984778,2025-08-27,SI/2526/0028000,,OUT-00104,SKU-0016,Secondary,4,635.32,,,,,,,,,,,,
T-05,TXN01015134,2025-10-04,SI/2526/0036094,,OUT-06804,SKU-0146,Secondary,20,1107.07,,,,,,,,,,,,
T-05,TXN01040477,2025-11-06,SI/2526/0043306,,OUT-05157,SKU-0200,Secondary,27,1535.81,,,,,,,,,,,,
T-05,TXN01071840,2025-12-17,SI/2526/0051809,,OUT-01097,SKU-0109,Secondary,9,1087.67,,,,,,,,,,,,
T-06,TXN00006341,2021-01-12,SI/2021/0001547,DST-9999,OUT-03204,SKU-0050,Secondary,5,475.0,,,,,,,,,,,,
T-06,TXN00014659,2021-02-01,SI/2021/0003934,DST-9999,OUT-04856,SKU-0047,Secondary,1,248.66,,,,,,,,,,,,
T-06,TXN00144874,2021-11-02,PI/2122/0001540,,,SKU-0043,Primary,27,6627.44,,,,,,,,,,,,
T-06,TXN00182002,2022-01-10,SI/2122/0037105,DST-9999,OUT-06356,SKU-0012,Secondary,17,2624.83,,,,,,,,,,,,
T-06,TXN00234872,2022-04-23,SI/2223/0003295,DST-9999,OUT-03530,SKU-0067,Secondary,19,612.39,,,,,,,,,,,,
T-06,TXN00265310,2022-06-17,SI/2223/0011291,DST-9999,OUT-03509,SKU-0134,Secondary,7,932.12,,,,,,,,,,,,
T-06,TXN00287234,2022-08-03,PI/2223/0000937,,,SKU-0033,Primary,138,9768.9,,,,,,,,,,,,
T-06,TXN00339234,2022-11-02,PI/2223/0001588,,,SKU-0142,Primary,6,414.44,,,,,,,,,,,,
T-06,TXN00365393,2022-12-15,PI/2223/0001959,,,SKU-0055,Primary,36,7269.72,,,,,,,,,,,,
T-06,TXN00369405,2022-12-22,SI/2223/0039866,DST-9999,OUT-02453,SKU-0097,Secondary,52,1976.52,,,,,,,,,,,,
T-06,TXN00376339,2023-01-05,PI/2223/0002109,,,SKU-0171,Primary,12,256.08,,,,,,,,,,,,
T-06,TXN00403294,2023-02-22,SI/2223/0049370,DST-9999,OUT-01041,SKU-0016,Secondary,30,3933.2,,,,,,,,,,,,
T-06,TXN00409783,2023-03-06,PI/2223/0002563,,,SKU-0093,Primary,1368,10019.71,,,,,,,,,,,,
T-06,TXN00444467,2023-05-05,PI/2324/0000318,,,SKU-0118,Primary,468,21546.84,,,,,,,,,,,,
T-06,TXN00467960,2023-06-15,PI/2324/0000619,,,SKU-0115,Primary,168,7655.63,,,,,,,,,,,,
T-06,TXN00476038,2023-07-03,PI/2324/0000699,,,SKU-0102,Primary,456,4933.56,,,,,,,,,,,,
T-06,TXN00519107,2023-09-12,SI/2324/0025787,DST-9999,OUT-05231,SKU-0042,Secondary,5,840.98,,,,,,,,,,,,
T-06,TXN00529422,2023-09-29,SI/2324/0028551,DST-9999,OUT-03974,SKU-0209,Secondary,17,1323.14,,,,,,,,,,,,
T-06,TXN00536589,2023-10-07,SI/2324/0030331,DST-9999,OUT-06882,SKU-0162,Secondary,24,468.12,,,,,,,,,,,,
T-06,TXN00554210,2023-11-04,SI/2324/0035276,DST-9999,OUT-06582,SKU-0009,Secondary,2,363.83,,,,,,,,,,,,
T-06,TXN00616697,2024-02-15,PI/2324/0002420,,,SKU-0001,Primary,168,4755.38,,,,,,,,,,,,
T-06,TXN00619745,2024-02-20,SI/2324/0053087,DST-9999,OUT-00022,SKU-0166,Secondary,21,911.31,,,,,,,,,,,,
T-06,TXN00621559,2024-02-23,SI/2324/0053687,DST-9999,OUT-03160,SKU-0228,Secondary,21,1894.04,,,,,,,,,,,,
T-06,TXN00636172,2024-03-15,PI/2324/0002722,,,SKU-0012,Primary,6,1017.38,,,,,,,,,,,,
T-06,TXN00707963,2024-07-09,SI/2425/0017113,DST-9999,OUT-03239,SKU-0214,Secondary,17,1277.65,,,,,,,,,,,,
T-06,TXN00781865,2024-10-31,SI/2425/0037599,DST-9999,OUT-03949,SKU-0079,Secondary,10,2488.8,,,,,,,,,,,,
T-06,TXN00834936,2025-01-15,PI/2425/0002338,,,SKU-0137,Primary,12,1687.54,,,,,,,,,,,,
T-06,TXN00834982,2025-01-15,PI/2425/0002341,,,SKU-0165,Primary,120,2340.32,,,,,,,,,,,,
T-06,TXN00873963,2025-03-15,PI/2425/0002765,,,SKU-0159,Primary,24,456.27,,,,,,,,,,,,
T-06,TXN00876569,2025-03-18,SI/2425/0063171,DST-9999,OUT-06762,SKU-0048,Secondary,2,352.11,,,,,,,,,,,,
T-06,TXN00897186,2025-04-18,SI/2526/0003615,DST-9999,OUT-05030,SKU-0156,Secondary,73,1582.92,,,,,,,,,,,,
T-06,TXN00908534,2025-05-06,SI/2526/0006715,DST-9999,OUT-05112,SKU-0024,Secondary,7,1392.09,,,,,,,,,,,,
T-06,TXN00928435,2025-06-05,PI/2526/0000569,,,SKU-0171,Primary,168,4035.17,,,,,,,,,,,,
T-06,TXN00982072,2025-08-21,SI/2526/0027088,DST-9999,OUT-03314,SKU-0185,Secondary,12,669.43,,,,,,,,,,,,
T-06,TXN01018013,2025-10-08,SI/2526/0036890,DST-9999,OUT-02737,SKU-0068,Secondary,21,1339.85,,,,,,,,,,,,
T-07,TXN00006545,2021-01-12,SI/2021/0001611,DST-0095,OUT-05725,SKU-0165,Secondary,-248,-4050.21,,,,,,,,,,,,
T-07,TXN00011779,2021-01-23,SI/2021/0002921,DST-0032,OUT-01956,SKU-0078,Secondary,-26,-2646.54,,,,,,,,,,,,
T-07,TXN00055104,2021-04-22,SI/2122/0002496,DST-0038,OUT-02300,SKU-0057,Secondary,-1,-213.34,,,,,,,,,,,,
T-07,TXN00152147,2021-11-12,SI/2122/0029063,DST-0085,OUT-05207,SKU-0119,Secondary,-2,-408.24,,,,,,,,,,,,
T-07,TXN00166658,2021-12-10,SI/2122/0032900,DST-0042,OUT-02638,SKU-0167,Secondary,-18,-1323.3,,,,,,,,,,,,
T-07,TXN00188084,2022-01-24,SI/2122/0038788,DST-0003,OUT-00156,SKU-0061,Secondary,-13,-397.22,,,,,,,,,,,,
T-07,TXN00202921,2022-02-21,SI/2122/0042896,DST-0074,OUT-04518,SKU-0043,Secondary,-11,-2800.09,,,,,,,,,,,,
T-07,TXN00296702,2022-08-18,SI/2223/0020001,DST-0083,OUT-05045,SKU-0159,Secondary,-22,-419.83,,,,,,,,,,,,
T-07,TXN00338428,2022-11-01,SI/2223/0031728,DST-0008,OUT-00502,SKU-0037,Secondary,-1,-335.24,,,,,,,,,,,,
T-07,TXN00411505,2023-03-07,SI/2223/0051439,DST-0096,OUT-05803,SKU-0185,Secondary,-26,-1249.22,,,,,,,,,,,,
T-07,TXN00462679,2023-06-06,SI/2324/0010192,DST-0026,OUT-01568,SKU-0222,Secondary,-2,-445.23,,,,,,,,,,,,
T-07,TXN00482899,2023-07-12,SI/2324/0015853,DST-0094,OUT-05706,SKU-0185,Secondary,-38,-1901.61,,,,,,,,,,,,
T-07,TXN00608589,2024-02-02,SI/2324/0050234,DST-0070,OUT-04299,SKU-0133,Secondary,-51,-3843.07,,,,,,,,,,,,
T-07,TXN00639470,2024-03-21,SI/2324/0058218,DST-0040,OUT-02478,SKU-0031,Secondary,-4,-633.59,,,,,,,,,,,,
T-07,TXN00644956,2024-04-02,SI/2425/0000204,DST-0032,OUT-01940,SKU-0067,Secondary,-187,-6511.46,,,,,,,,,,,,
T-07,TXN00646303,2024-04-03,SI/2425/0000531,DST-0090,OUT-05432,SKU-0118,Secondary,-38,-1868.76,,,,,,,,,,,,
T-07,TXN00676408,2024-05-21,SI/2425/0008648,DST-0051,OUT-03200,SKU-0053,Secondary,-13,-3171.38,,,,,,,,,,,,
T-07,TXN00740120,2024-09-02,SI/2425/0026027,DST-0003,OUT-00146,SKU-0122,Secondary,-2,-489.17,,,,,,,,,,,,
T-07,TXN00783784,2024-11-02,SI/2425/0038058,DST-0089,OUT-05371,SKU-0120,Secondary,-8,-3342.3,,,,,,,,,,,,
T-07,TXN00857869,2025-02-20,SI/2425/0058353,DST-0074,OUT-04534,SKU-0186,Secondary,-5,-504.06,,,,,,,,,,,,
T-07,TXN00901824,2025-04-28,SI/2526/0005145,DST-0070,OUT-04303,SKU-0109,Secondary,-13,-1546.85,,,,,,,,,,,,
T-07,TXN00981196,2025-08-20,SI/2526/0026804,DST-0037,OUT-02273,SKU-0007,Secondary,-44,-1386.96,,,,,,,,,,,,
T-07,TXN00984302,2025-08-26,SI/2526/0027846,DST-0044,OUT-02741,SKU-0230,Secondary,-22,-1752.6,,,,,,,,,,,,
T-07,TXN00992041,2025-09-04,SI/2526/0029787,DST-0072,OUT-04401,SKU-0165,Secondary,-19,-409.9,,,,,,,,,,,,
T-07,TXN01009293,2025-09-27,SI/2526/0034627,DST-0086,OUT-05256,SKU-0200,Secondary,-41,-2517.36,,,,,,,,,,,,
T-07,TXN01025772,2025-10-17,SI/2526/0038928,DST-0083,OUT-05100,SKU-0043,Secondary,-6,-1838.68,,,,,,,,,,,,
T-07,TXN01029626,2025-10-24,SI/2526/0040247,DST-0030,OUT-01839,SKU-0050,Secondary,-7,-860.5,,,,,,,,,,,,
T-07,TXN01057215,2025-12-01,SI/2526/0048445,DST-0030,OUT-01857,SKU-0046,Secondary,-4,-722.72,,,,,,,,,,,,
T-07,TXN01061912,2025-12-04,SI/2526/0049367,DST-0116,OUT-07014,SKU-0238,Secondary,-1,-335.36,,,,,,,,,,,,
T-07,TXN01079790,2025-12-31,SI/2526/0054511,DST-0037,OUT-02269,SKU-0042,Secondary,-2,-356.69,,,,,,,,,,,,
TG-01,,,,,,,,,,SP-0011,2024-05,78848.9,,,,,,,,,
TG-01,,,,,,,,,,SP-0016,2024-01,15421.03,,,,,,,,,
TG-01,,,,,,,,,,SP-0038,2023-12,5921.9,,,,,,,,,
TG-01,,,,,,,,,,SP-0039,2022-09,36565.49,,,,,,,,,
TG-01,,,,,,,,,,SP-0040,2025-01,56853.79,,,,,,,,,
TG-01,,,,,,,,,,SP-0064,2021-06,32235.34,,,,,,,,,
TG-01,,,,,,,,,,SP-0065,2021-09,40647.67,,,,,,,,,
TG-01,,,,,,,,,,SP-0080,2023-08,49979.67,,,,,,,,,
TG-01,,,,,,,,,,SP-0085,2022-09,50970.37,,,,,,,,,
TG-01,,,,,,,,,,SP-0086,2024-11,107625.75,,,,,,,,,
TG-01,,,,,,,,,,SP-0094,2023-01,30556.94,,,,,,,,,
TG-01,,,,,,,,,,SP-0119,2021-02,9924.31,,,,,,,,,
TG-01,,,,,,,,,,SP-0125,2025-04,22094.94,,,,,,,,,
TG-01,,,,,,,,,,SP-0130,2025-03,90117.05,,,,,,,,,
TG-01,,,,,,,,,,SP-0135,2025-11,174322.66,,,,,,,,,
TG-01,,,,,,,,,,SP-0140,2022-06,43737.39,,,,,,,,,
TG-01,,,,,,,,,,SP-0148,2022-05,51309.43,,,,,,,,,
TG-01,,,,,,,,,,SP-0153,2023-04,25396.38,,,,,,,,,
TG-01,,,,,,,,,,SP-0178,2023-08,33653.38,,,,,,,,,
TG-01,,,,,,,,,,SP-0186,2025-01,71258.04,,,,,,,,,
TG-01,,,,,,,,,,SP-0212,2025-09,31444.73,,,,,,,,,
TG-01,,,,,,,,,,SP-0214,2023-04,4025.47,,,,,,,,,
TG-01,,,,,,,,,,SP-0234,2021-11,14118.16,,,,,,,,,
TG-01,,,,,,,,,,SP-0237,2024-09,151923.48,,,,,,,,,
TG-01,,,,,,,,,,SP-0241,2021-06,21278.76,,,,,,,,,
TG-01,,,,,,,,,,SP-0244,2022-12,67511.02,,,,,,,,,
TG-01,,,,,,,,,,SP-0254,2022-05,58355.69,,,,,,,,,
TG-01,,,,,,,,,,SP-0263,2022-12,34719.42,,,,,,,,,
TG-01,,,,,,,,,,SP-0281,2021-09,281.83,,,,,,,,,
TG-01,,,,,,,,,,SP-0286,2025-11,48918.08,,,,,,,,,
TG-01,,,,,,,,,,SP-0300,2024-04,25688.88,,,,,,,,,
TG-01,,,,,,,,,,SP-0302,2022-12,5157.34,,,,,,,,,
TG-01,,,,,,,,,,SP-0308,2021-09,58779.24,,,,,,,,,
TG-01,,,,,,,,,,SP-0365,2025-11,36428.92,,,,,,,,,
TG-01,,,,,,,,,,SP-0373,2025-10,43896.25,,,,,,,,,
TG-01,,,,,,,,,,SP-0378,2024-08,60627.05,,,,,,,,,
TG-01,,,,,,,,,,SP-0384,2023-04,53156.82,,,,,,,,,
S-01,,,,DST-0003,,SKU-0152,,,,,,0,2022-05-31,22,0,0,0,67,,,
S-01,,,,DST-0004,,SKU-0211,,,,,,27,2025-04-30,31,0,0,0,60,,,
S-01,,,,DST-0011,,SKU-0091,,,,,,0,2024-03-31,0,60,0,0,101,,,
S-01,,,,DST-0011,,SKU-0155,,,,,,35,2022-10-31,99,0,0,0,79,,,
S-01,,,,DST-0014,,SKU-0171,,,,,,0,2025-02-28,43,0,0,-4,97,,,
S-01,,,,DST-0015,,SKU-0012,,,,,,16,2025-07-31,31,0,0,0,25,,,
S-01,,,,DST-0016,,SKU-0174,,,,,,128,2021-08-31,168,0,0,0,96,,,
S-01,,,,DST-0017,,SKU-0078,,,,,,11,2025-11-30,113,0,0,0,134,,,
S-01,,,,DST-0017,,SKU-0160,,,,,,15,2024-04-30,122,0,0,0,118,,,
S-01,,,,DST-0017,,SKU-0205,,,,,,0,2024-12-31,7,0,0,0,39,,,
S-01,,,,DST-0018,,SKU-0088,,,,,,203,2022-02-28,122,516,18,-9,498,,,
S-01,,,,DST-0018,,SKU-0097,,,,,,0,2022-06-30,162,12,0,0,211,,,
S-01,,,,DST-0019,,SKU-0099,,,,,,320,2025-10-31,760,696,0,-1,1166,,,
S-01,,,,DST-0019,,SKU-0146,,,,,,147,2023-07-31,56,348,6,-3,318,,,
S-01,,,,DST-0019,,SKU-0187,,,,,,17,2023-01-31,1,33,0,0,53,,,
S-01,,,,DST-0023,,SKU-0006,,,,,,5,2021-12-31,2,3,0,0,29,,,
S-01,,,,DST-0026,,SKU-0036,,,,,,0,2024-05-31,74,0,0,0,123,,,
S-01,,,,DST-0027,,SKU-0228,,,,,,73,2025-09-30,0,168,0,0,148,,,
S-01,,,,DST-0032,,SKU-0018,,,,,,43,2024-10-31,52,0,9,-4,53,,,
S-01,,,,DST-0035,,SKU-0050,,,,,,6,2025-02-28,30,0,0,0,35,,,
S-01,,,,DST-0035,,SKU-0162,,,,,,288,2022-12-31,696,0,0,0,465,,,
S-01,,,,DST-0045,,SKU-0202,,,,,,35,2022-10-31,50,0,0,0,47,,,
S-01,,,,DST-0049,,SKU-0012,,,,,,23,2023-07-31,2,72,0,0,94,,,
S-01,,,,DST-0056,,SKU-0198,,,,,,0,2023-08-31,8,42,0,0,95,,,
S-01,,,,DST-0060,,SKU-0067,,,,,,99,2023-05-31,273,0,0,0,195,,,
S-01,,,,DST-0060,,SKU-0172,,,,,,0,2023-11-30,1,420,0,0,474,,,
S-01,,,,DST-0060,,SKU-0222,,,,,,0,2021-04-30,5,0,0,0,10,,,
S-01,,,,DST-0061,,SKU-0067,,,,,,48,2021-08-31,33,216,0,0,220,,,
S-01,,,,DST-0062,,SKU-0129,,,,,,0,2024-12-31,9,0,0,0,51,,,
S-01,,,,DST-0065,,SKU-0038,,,,,,68,2024-11-30,36,36,0,0,35,,,
S-01,,,,DST-0066,,SKU-0221,,,,,,9,2024-06-30,18,6,0,0,61,,,
S-01,,,,DST-0069,,SKU-0156,,,,,,42,2021-04-30,37,6,0,0,34,,,
S-01,,,,DST-0072,,SKU-0191,,,,,,13,2025-01-31,77,0,0,0,118,,,
S-01,,,,DST-0074,,SKU-0203,,,,,,130,2022-05-31,1,132,0,0,8,,,
S-01,,,,DST-0077,,SKU-0070,,,,,,18,2025-09-30,35,0,0,0,65,,,
S-01,,,,DST-0077,,SKU-0133,,,,,,6,2023-11-30,178,0,0,0,199,,,
S-01,,,,DST-0079,,SKU-0195,,,,,,45,2022-11-30,3,132,0,0,95,,,
S-01,,,,DST-0085,,SKU-0168,,,,,,32,2025-07-31,42,0,0,0,44,,,
S-01,,,,DST-0086,,SKU-0143,,,,,,69,2022-05-31,33,102,1,0,88,,,
S-01,,,,DST-0086,,SKU-0173,,,,,,0,2024-12-31,217,0,0,0,258,,,
S-01,,,,DST-0088,,SKU-0200,,,,,,13,2023-08-31,275,0,0,0,270,,,
S-01,,,,DST-0091,,SKU-0142,,,,,,80,2021-05-31,368,0,0,-1,304,,,
S-01,,,,DST-0093,,SKU-0099,,,,,,88,2024-06-30,782,0,0,-2,742,,,
S-01,,,,DST-0093,,SKU-0153,,,,,,0,2022-03-31,40,0,0,0,51,,,
S-01,,,,DST-0094,,SKU-0153,,,,,,59,2021-08-31,38,72,0,0,68,,,
S-01,,,,DST-0094,,SKU-0216,,,,,,45,2021-07-31,23,30,0,0,53,,,
S-01,,,,DST-0097,,SKU-0077,,,,,,5,2022-12-31,17,0,3,-2,42,,,
S-01,,,,DST-0097,,SKU-0191,,,,,,36,2022-08-31,47,0,0,0,40,,,
S-01,,,,DST-0099,,SKU-0133,,,,,,175,2021-07-31,103,72,0,0,18,,,
S-01,,,,DST-0101,,SKU-0079,,,,,,11,2025-04-30,25,0,0,0,57,,,
S-01,,,,DST-0107,,SKU-0051,,,,,,41,2022-05-31,22,21,0,0,28,,,
S-01,,,,DST-0108,,SKU-0137,,,,,,59,2023-07-31,3,210,0,0,174,,,
S-01,,,,DST-0108,,SKU-0195,,,,,,105,2023-08-31,73,78,0,0,82,,,
S-01,,,,DST-0109,,SKU-0180,,,,,,21,2023-02-28,140,0,0,0,150,,,
S-01,,,,DST-0110,,SKU-0122,,,,,,9,2021-03-31,24,0,0,0,35,,,
S-01,,,,DST-0113,,SKU-0016,,,,,,66,2025-06-30,23,96,8,-4,81,,,
S-01,,,,DST-0115,,SKU-0037,,,,,,2,2021-01-31,2,0,0,0,53,,,
S-01,,,,DST-0115,,SKU-0079,,,,,,0,2022-06-30,32,3,0,0,87,,,
S-01,,,,DST-0116,,SKU-0007,,,,,,273,2022-02-28,312,0,0,0,96,,,
S-01,,,,DST-0118,,SKU-0204,,,,,,14,2021-12-31,17,1,0,0,19,,,
C-01,,,PI/2021/0000552,,,,,,,,,,,,,,,,COL0000630,69364.67,76301.14
C-01,,,PI/2223/0000265,,,,,,,,,,,,,,,,COL0004127,312294.48,343523.93
C-01,,,PI/2223/0000962,,,,,,,,,,,,,,,,COL0004935,110944.9,74070.85
C-01,,,PI/2223/0000962,,,,,,,,,,,,,,,,COL0004936,110944.9,40561.46
C-01,,,PI/2223/0001411,,,,,,,,,,,,,,,,COL0005454,70082.33,77090.56
C-01,,,PI/2223/0002078,,,,,,,,,,,,,,,,COL0006231,63634.74,48085.88
C-01,,,PI/2223/0002078,,,,,,,,,,,,,,,,COL0006232,63634.74,17103.75
C-01,,,PI/2324/0001974,,,,,,,,,,,,,,,,COL0009221,8665.61,9532.17
C-01,,,PI/2526/0000738,,,,,,,,,,,,,,,,COL0014194,80268.59,48231.43
C-01,,,PI/2526/0000738,,,,,,,,,,,,,,,,COL0014195,80268.59,35240.88
C-01,,,PI/2526/0001534,,,,,,,,,,,,,,,,COL0015120,100284.17,76526.27
C-01,,,PI/2526/0001534,,,,,,,,,,,,,,,,COL0015121,100284.17,30714.83
